-159.885,-25.009,600,135
-158.593,-26.537,600
-157.302,-28.064,600
-156.01,-29.591,600
-154.719,-31.118,600
-153.427,-32.645,600
-152.136,-34.172,600
-150.845,-35.699,600
-149.553,-37.227,600
-148.262,-38.754,600
-146.97,-40.281,600
-145.679,-41.808,600
-144.387,-43.335,600
-143.096,-44.862,600
-141.804,-46.389,600
-140.513,-47.917,600
-139.221,-49.444,600
-137.93,-50.971,600
-136.639,-52.498,600
-135.347,-54.025,600
-134.056,-55.552,600
-133.396,-57.282,600,185
-133.558,-59.275,600
-133.722,-61.269,600
-133.887,-63.262,600
-134.053,-65.255,600
-134.221,-67.248,600
-134.391,-69.241,600
-134.562,-71.233,600
-134.736,-73.226,600
-134.912,-75.218,600
-135.09,-77.21,600
-135.272,-79.202,600
-135.457,-81.193,600
-135.645,-83.184,600
-135.838,-85.175,600
-136.036,-87.165,600
-136.238,-89.155,600
-136.447,-91.144,600
-136.663,-93.132,600
-136.888,-95.12,600
-137.122,-97.106,600
-137.367,-99.091,600
-137.626,-101.074,600
-137.902,-103.055,600
-138.198,-105.033,600
-138.521,-107.006,600
-138.876,-108.975,600
-139.275,-110.934,600
-139.736,-112.88,600
-140.286,-114.803,600
-140.976,-116.679,600
-141.908,-118.446,600
-143.271,-119.894,600
-145.128,-120.579,600
-147.122,-120.527,600
-149.094,-120.192,600
-151.061,-119.832,600
-153.043,-119.569,600
-155.04,-119.466,600
-157.039,-119.52,600,269
-159.037,-119.599,600
-159.931,-119.72,600
-157.931,-119.732,600
-155.931,-119.733,600
-153.931,-119.731,600
-151.931,-119.728,600
-149.931,-119.727,600
-147.931,-119.727,600
-145.931,-119.729,600
-143.931,-119.733,600
-141.931,-119.739,600
-139.931,-119.747,600
-137.931,-119.758,600
-135.931,-119.771,600
-133.931,-119.787,600
-131.931,-119.806,600
-129.931,-119.828,600
-127.931,-119.853,600
-125.932,-119.882,600
-123.932,-119.915,600
-121.932,-119.951,600
-119.933,-119.991,600,90
-117.933,-120.032,600
-115.933,-120.071,600
-113.934,-120.108,600
-111.934,-120.143,600
-109.934,-120.173,600
-107.934,-120.199,600
-105.935,-120.217,600
-103.935,-120.221,600
-101.935,-120.198,600
-99.936,-120.13,600
-97.937,-120.057,600
-95.938,-120.014,600
-93.938,-119.992,600
-91.938,-119.983,600
-89.938,-119.982,600,90
-87.938,-119.979,600
-85.938,-119.972,600
-83.938,-119.958,600
-81.938,-119.934,600
-79.938,-119.896,600
-77.939,-119.844,600
-75.94,-119.798,600
-73.94,-119.771,600
-71.94,-119.756,600
-69.94,-119.749,600
-67.94,-119.75,600,90
-65.952,-119.936,600
-64.24,-120.866,600
-64.645,-122.693,600
-66.179,-123.962,600
-68.004,-124.768,600
-69.975,-125.049,600
-71.879,-124.518,600
-73.173,-123.03,600
-73.672,-121.104,600
-73.677,-119.107,600
-73.399,-117.127,600
-72.946,-115.18,600,0
-72.475,-113.236,600
-72.053,-111.281,600
-71.693,-109.314,600
-71.412,-107.334,600
-71.233,-105.342,600
-71.182,-103.343,600
-71.287,-101.347,600
-71.559,-99.366,600
-71.977,-97.41,600
-72.485,-95.476,600
-73.018,-93.548,600
-73.523,-91.613,600
-73.968,-89.663,600
-74.342,-87.699,600
-74.643,-85.722,600
-74.877,-83.735,600
-75.048,-81.743,600
-75.178,-79.747,600,0
-75.336,-77.753,600
-75.554,-75.766,600
-75.91,-73.799,600
-76.274,-74.371,600
-75.206,-75.969,600
-73.352,-75.474,600
-71.907,-74.097,600
-70.635,-72.554,600,50
-69.348,-71.023,600
-68.027,-69.521,600
-66.652,-68.07,600
-65.198,-66.696,600
-63.678,-65.397,600
-62.158,-64.097,600
-60.678,-62.752,600
-59.239,-61.363,600
-57.832,-59.942,600,0
-56.538,-58.419,600
-56.743,-57.065,600
-58.588,-57.808,600
-60.08,-59.111,600
-58.878,-60.157,600
-56.936,-60.525,600,180
-55.47,-61.859,600
-54.489,-63.598,600
-53.791,-65.471,600
-53.262,-67.399,600
-52.844,-69.355,600
-52.503,-71.325,600
-52.218,-73.305,600
-51.975,-75.29,600
-51.765,-77.279,600
-51.58,-79.271,600
-51.414,-81.264,600
-51.262,-83.258,600
-51.12,-85.253,600
-50.985,-87.248,600
-50.854,-89.244,600
-50.723,-91.24,600
-50.59,-93.235,600
-50.452,-95.23,600
-50.305,-97.225,600,270
-50.208,-99.222,600
-50.313,-101.218,600
-50.766,-103.162,600
-51.796,-104.859,600
-53.466,-105.926,600
-55.424,-106.297,600
-57.422,-106.251,600
-59.404,-105.989,600
-61.368,-105.614,600
-63.322,-105.185,600
-65.271,-104.737,600
-67.222,-104.297,600
-69.179,-103.885,600
-71.145,-103.52,600
-73.123,-103.22,600
-75.111,-103.004,600
-77.107,-102.888,600
-79.107,-102.894,600
-81.101,-103.04,600
-83.078,-103.339,600,90
-85.049,-103.678,600
-87.018,-104.026,600
-86.773,-104.568,600
-84.81,-104.952,600
-82.867,-105.426,600
-80.955,-106.011,600
-79.084,-106.717,600
-77.267,-107.551,600
-75.518,-108.519,600
-73.851,-109.623,600
-72.283,-110.865,600
-70.832,-112.239,600
-69.51,-113.74,600
-68.331,-115.354,600
-67.299,-117.067,600
-66.419,-118.862,600
-65.835,-120.305,600,90
-65.835,-120.305,0,90
